File,Sentence,String
1999-05-20-0108.xml,3, L'enquête de gendarmerie a conclu au suicide
2002-09-29-0965.xml,0,Carnet blanc Williams et Stéphanie
2002-09-29-0965.xml,2,"Williams Murray, chef cuisinier sur une plate-forme pétrolière en Ecosse et Stéphanie Bahof, professeur de français et de langue étrangère à l'école de langues au Luxembourg, ont été unis par les liens du mariage"
2002-09-29-0965.xml,3,"La cérémonie a eu lieu à Rotorua, en Nouvelle-Zélande, <date le 28 août <pad>08<pad>28<pad><pad><pad><pad><pad>>"
2002-09-29-0965.xml,4," Stéphanie est la fille de Jean-Luc, 1er adjoint de la commune et de Marylène, conseillère municipale"
2002-09-29-0965.xml,5,Nos vœux de bonheur
2003-01-27-0129.xml,0,Le président du Conseil représentatif des institutions juives de France Roger Cukierman a créé la polémique lors du traditionnel dîner <set annuel 1<pad><pad><pad><pad><pad><pad><pad>> du CRIF en assimilant antisionisme et antisémitisme et en dénonçant une «alliance brun-vert-rouge»
2003-01-27-0129.xml,1, Cette déclaration a provoqué le départ du nouveau secrétaire national des Verts Gilles Lemaire
1999-07-28-0438.xml,0,Le CICV sur Arte <date ce soir <pad><pad><pad>neutro 0 d<pad><pad><pad>tev>
1999-07-28-0438.xml,1,Deux œuvres réalisées au CICV d'Hérimoncourt seront diffusées sur Arte dans le cadre de l'émission « Les nuits de la pleine lune » <date ce soir <pad><pad><pad>neutro 0 d<pad><pad><pad>tev> à <time 00 h 10 <pad><pad><pad><pad><pad><pad>00 10<pad><pad>>
1999-07-28-0438.xml,2,Il s'agit de « Corps flottants » de Robert Cahen et de « Poèmes à l'infect » de Jean-Michel Bruyère
1999-08-10-0788.xml,0,RALLYE PROMENADE
1999-08-10-0788.xml,1,"Le comité des fêtes organise <date dimanche 29 août <pad>08<pad>29<pad><pad><pad><pad><pad>> un rallye promenade auto en Argonne : départ à <time 9 h <pad><pad><pad><pad><pad><pad>9 00<pad><pad>> place de la Gare à Clermont, pique-nique tiré du sac"
1999-08-10-0788.xml,2,"Pour tous renseignements et inscriptions, s'adresser au 03"
1999-08-10-0788.xml,3,29
1999-08-10-0788.xml,4,88
1999-08-10-0788.xml,5,43
1999-08-10-0788.xml,6,12
1999-08-10-0788.xml,7, ou au 03
1999-08-10-0788.xml,8,29
1999-08-10-0788.xml,9,87
1999-08-10-0788.xml,10,42
1999-08-10-0788.xml,11,10
2002-02-09-0883.xml,0,George W
2002-02-09-0883.xml,1, Bush est arrivé
2002-02-09-0883.xml,2,Le président George W
2002-02-09-0883.xml,3, Bush est arrivé <date hier <pad><pad><pad><pad>resta 1 d<pad><pad>> à Salt Lake City où il devait ouvrir dans <time la soirée <pad><pad><pad>neutro 0 d<pad><pad><pad>tev> les 19es Jeux Olympiques d'hiver
2002-02-09-0883.xml,4,"Le président américain, accompagné de son épouse Laura, est arrivé <time vers 12 h 30 locales <pad><pad><pad><pad><pad><pad>12 30<pad><pad>> (<time 20 h 30 en france <pad><pad><pad><pad><pad><pad>20 30<pad><pad>>) dans la ville hôte des Jeux d'hiver, qui offriront selon lui un oasis de « paix mondiale et de coopération » en <date temps de guerre contre le terrorisme, <pad><pad><pad><pad><pad><pad>present<pad><pad>> a indiqué le porte-parole de la Maison Blanche, Ari Fleischer"
2002-02-09-0883.xml,5,SONDAGE
2002-02-09-0883.xml,6," Le renforcement sans précédent de la sécurité a visiblement rassuré les habitants de l'Utah puisque 63 % d'entre eux pensent qu'une attaque terroriste est peu probable durant les Jeux de Salt Lake City, selon un sondage paru <date hier <pad><pad><pad><pad>resta 1 d<pad><pad>> dans le quotidien local Deseret News"
2002-02-09-0883.xml,7,"Cette enquête, basée sur les réponses de 408 sondés, montre une augmentation sensible par rapport à celle du <date 26 septembre dernier <pad><pad><pad>26 resta 09 months<pad><pad>> lorsque 59 % de la population craignaient une possible action terroriste"
2002-02-09-0883.xml,8,"Ce même sondage, qui possède une marge d'erreur de 6 %, révèle aussi que 87 % ont confiance dans la sécurité en place pour gérer un éventuel complot terroriste, contre 72 % en <date septembre dernier <pad><pad><pad><pad>resta 09 months<pad><pad>>"
2002-02-09-0883.xml,9,TOURISME
2002-02-09-0883.xml,10, Les attentats du <date 11 septembre <pad>09<pad>11<pad><pad><pad><pad><pad>> ont mis un coup de frein au tourisme aux Etats-Unis
2002-02-09-0883.xml,11," Mais les autorités espèrent que les Jeux Olympiques d'hiver dans l'Utah montrent une vitrine pour « revitaliser » l'activité touristique, notamment dans l'ouest, a indiqué <date jeudi <pad><pad><pad><pad>neutro 4 dayw<pad><pad>> la secrétaire à l'Intérieur (Environnement), Gale Norton"
2002-02-09-0883.xml,12," Quelque 9 millions de personnes visitent <set chaque année 1<pad><pad><pad><pad><pad><pad><pad>> les parcs nationaux dans l'Utah, parmi les plus connus aux Etats-Unis"
2002-02-09-0883.xml,13,POSTE
2002-02-09-0883.xml,14," En raison de la sécurité maximum en place à Salt Lake City, la poste américaine ne ramassera plus le courrier qui ne sera pas déposé dans les énormes boîtes disposées dans les rues"
2002-02-09-0883.xml,15," Le problème est que le nombre de ces boîtes a été réduit dans le centre-ville, à la demande des services de sécurité olympiques"
2002-02-09-0883.xml,16," Que faire donc quand tout est plein ? « Allez en trouver une autre », conseille la Poste"
2002-02-09-0883.xml,17,FRAYEURS
2002-02-09-0883.xml,18," En route pour Salt Lake City, le patineur de vitesse néerlandais Rintje Ritsma s'est fait des frayeurs lors de l'escale à Calgary (Canada)"
2002-02-09-0883.xml,19," Installé dans l'avion, il a vu par le hublot que ses bagages étaient restés au sol"
2002-02-09-0883.xml,20, Le champion a piqué un sprint vers les hôtesses et a réussi à faire stopper l'appareil
2002-02-09-0883.xml,21," « Il me manque encore une valise, mais elle ne contient que quelques vêtements"
2002-02-09-0883.xml,22," ce n'est donc pas urgent », a commenté Ritsma, à son arrivée dans l'Utah"
2002-02-09-0883.xml,23,STATS
2002-02-09-0883.xml,24," Les Américains étant des fous de statistiques, rien d'étonnant qu'ils annoncent au mètre près la longueur de papier toilette qui sera utilisée au Village olympique durant les Jeux"
2002-02-09-0883.xml,25, Réponse : 1
2002-02-09-0883.xml,26,761
2002-02-09-0883.xml,27,138 m
1999-05-21-0104.xml,0,Agression à Valdoie
1999-05-21-0104.xml,1,"Un chauffeur de bus de 38 ans a été pris à partie et agressé par deux individus, <date hier vers 18 h <pad><pad><pad>resta 1 d 18<pad><pad><pad>>, place de la Mairie à Valdoie"
1999-05-21-0104.xml,2," Deux gardiens de la paix, qui tentaient de s'interposer, ont été légèrement blessés à leur tour"
1999-05-21-0104.xml,3, Les auteurs de l'agression ont été interpellés et conduits au commissariat de police pour y être entendus
1999-05-21-0104.xml,4," De leur côté, les pompiers de Valdoie ont conduit trois blessés légers à l'hôpital de Belfort"
2003-02-24-0122.xml,0,Les élections au sein du futur Conseil français du culte musulman (CFCM) auront lieu les <date 6 <pad><pad><pad>06<pad><pad><pad><pad><pad>> et <date 13 avril <pad>04<pad>13<pad><pad><pad><pad><pad>> prochains pour désigner leurs instances dirigeantes
2003-02-24-0122.xml,1," Instance représentant les cinq millions de Français de culte musulman, le CFCM a vu le jour <date le 20 décembre dernier <pad><pad><pad>25 resta 12 months<pad><pad>> sous la houlette de Nicolas Sarkozy au terme de <duration trois ans 3<pad><pad><pad><pad><pad><pad><pad>> de tractations parfois difficiles"
1999-09-30-0406.xml,0,GYMNASTIQUE : LA RENTREE REPORTEE
1999-09-30-0406.xml,1,"Les cours de gymnastique volontaire reprendront <date le jeudi 7 octobre <pad>10<pad>07<pad><pad><pad><pad><pad>>, de <time 19 h 30 <pad><pad><pad><pad><pad><pad>19 30<pad><pad>> à <time 20 h 30 <pad><pad><pad><pad><pad><pad>20 30<pad><pad>>, à la salle des fêtes d'Anemont et non <date le jeudi 30 septembre <pad>09<pad>30<pad><pad><pad><pad><pad>> comme annoncé"
1999-07-09-0441.xml,0,"Michel Barnier, ancien ministre des Affaires européennes et organisateur des Jeux olympiques d'Albertville, et l'ancien directeur de cabinet de Jacques Delors, Pascal Lamy, sont les deux candidats que présente la France pour les deux sièges dont elle dispose à la Commission européenne"
1999-07-09-0441.xml,1,"L'annonce en a été faite <date hier <pad><pad><pad><pad>resta 1 d<pad><pad>> par Jacques Chirac et Lionel Jospin, dans un communiqué commun"
1999-07-09-0441.xml,2," Selon la tradition, Michel Barnier est sénateur RPR de Savoie et Pascal Lamy socialiste, <date actuel <pad><pad><pad><pad><pad><pad>present<pad><pad>> directeur général du Crédit Lyonnais"
1999-07-09-0441.xml,3," Le premier succédera à Thibault de Silguy, le père de l'euro qui devrait être appelé à d'autres fonctions"
1999-07-09-0441.xml,4, Le second remplace Edith Cresson par qui le scandale est arrivé
1999-07-09-0441.xml,7,La liste des vingt nouveaux commissaires est <date désormais <pad><pad><pad><pad><pad><pad>present<pad><pad>> complète et Romano Prodi devrait pouvoir en faire l'annonce officielle <date aujourd'hui vendredi <pad><pad><pad><pad>neutro 0 d<pad><pad>>
1999-07-09-0441.xml,8," Une première réunion est prévue <date le 16 juillet <pad>07<pad>16<pad><pad><pad><pad><pad>> en Belgique, pour confirmer la répartition des portefeuilles"
1999-07-09-0441.xml,9, La Commission Prodi ne sera toutefois pas opérationnelle avant son investiture par le Parlement européen prévue <date le 15 septembre <pad>09<pad>15<pad><pad><pad><pad><pad>>
1999-07-09-0441.xml,10," <date auparavant <pad><pad><pad><pad><pad><pad>past<pad><pad>>, chacun des candidats-commissaires aura été «auditionné» à partir du <date 30 août <pad>08<pad>30<pad><pad><pad><pad><pad>>"
1999-07-09-0441.xml,11,Le cas allemand
1999-07-09-0441.xml,12,"Une incertitude demeure encore sur les noms des deux commissaires allemands, puisque le chancelier Schröder souhaite la nomination de Günter Verheugen pour le SPD et Michaele Schreyer pour les Verts, malgré les réserves de Romano Prodi qui souhaiterait un représentant de l'opposition chrétienne-démocrate CDU qui a remporté les élections du <date 13 juin <pad>06<pad>13<pad><pad><pad><pad><pad>>"
1999-07-09-0441.xml,13,"Ailleurs, les jeux sont pratiquement faits"
1999-07-09-0441.xml,14," En Grande-Bretagne, il s'agit de Neil Kinnock, commissaire sortant aux transports, et de Chris Patten, ancien gouverneur de Hongkong"
1999-07-09-0441.xml,15," Pour l'Espagne, Loyola de Palacio, ancienne ministre de l'agriculture du gouvernement Aznar et Pedro Solbes, ancien ministre socialiste des finances"
1999-07-09-0441.xml,16,"Pour l'Italie, Romano Prodi bien sûr et Mario Monti, commissaire sortant au marché intérieur"
1999-07-09-0441.xml,17," Pour l'Autriche, Franz Fischler, commissaire à l'agriculture pourrait conserver son poste"
1999-07-09-0441.xml,18," Pour la Belgique, Philippe Busquin, président du parti socialiste francophone"
1999-07-09-0441.xml,19,Cinq femmes seulement
1999-07-09-0441.xml,20,"Pour le Luxembourg, la députée chrétienne-sociale Viviane Reeding"
1999-07-09-0441.xml,21," Pour la Finlande, le commissaire sortant au budget, Erkki Liikanen"
1999-07-09-0441.xml,22," Pour la Suède, l'ancien ministre de la culture et des affaires sociales Margaret Wallstroem"
1999-07-09-0441.xml,23," Pour le Portugal, le dirigeant socialiste Antonio Vitorino"
1999-07-09-0441.xml,24," Pour la Grèce, la députée socialiste Anna Diamantropoulo"
1999-07-09-0441.xml,25,"Pour l'Irlande, le procureur général David Byrne, proche du Premier ministre"
1999-07-09-0441.xml,26," Pour les Pays-Bas, le libéral Fritz Bolkestein"
1999-07-09-0441.xml,27," Enfin pour le Danemark, le ministre de la coopération Poul Nielson"
1999-07-09-0441.xml,28,"Soit au total, quatre commissaires sortants et seulement cinq femmes sur vingt sièges"
1999-07-09-0441.xml,29, Le rapport droite-gauche s'établirait environ à huit contre douze
1999-07-09-0441.xml,30,Un journal finlandais a déjà publié <date cette semaine <pad><pad><pad><pad>neutro 0 w<pad><pad>> la liste des nouveaux commissaires avec leurs affectations
1999-07-09-0441.xml,31," Plus sérieusement, on indiquait à Bruxelles que Romano Prodi pourrait être entouré de deux vice-présidents, l'anglais Neil Kinnock qui serait chargé de la réforme des institutions, et Viviane Reeding, la Luxembourgeoise, qui serait chargée des délicates relations avec le Parlement européen"
1999-07-09-0441.xml,32,Philippe JARRASSÉ
1999-09-04-0945.xml,0,YOGA
1999-09-04-0945.xml,1,"La reprise des séances de yoga est fixée au <date jeudi 16 septembre <pad>09<pad>16<pad><pad><pad><pad><pad>>, à <time 18 h <pad><pad><pad><pad><pad><pad>18<pad><pad><pad>> et à <time 19 h 30 <pad><pad><pad><pad><pad><pad>19 30<pad><pad>>, à la salle des fêtes"
1999-07-24-0101.xml,0,BIBLIOTHEQUE FERMÉE
1999-07-24-0101.xml,1,"La bibliothèque sera fermée en <date juillet <pad>07<pad><pad><pad><pad><pad><pad><pad>> et rouvrira ses portes en <date août <pad>08<pad><pad><pad><pad><pad><pad><pad>>, uniquement <set le mercredi <pad><pad><pad><pad><pad><pad><pad><pad>>"
1999-08-07-0951.xml,0,DISTRIBUTION DE LUNETTES
1999-08-07-0951.xml,1,"Une distribution de lunettes spéciales pour regarder l'éclipse aura lieu pour les administrés <date mardi 10 août <pad>08<pad>10<pad><pad><pad><pad><pad>>, en mairie de <time 10 h <pad><pad><pad><pad><pad><pad>10<pad><pad><pad>> à <time 12 h <pad><pad><pad><pad><pad><pad>12<pad><pad><pad>>"
1999-05-21-0102.xml,0,Accident rue de Danjoutin
1999-05-21-0102.xml,1,"Jean Burget, 87 ans, a été heurté par une voiture, <time hier en début d'après-midi <pad><pad><pad>resta 1 d<pad><pad><pad>taf>, rue de Danjoutin à Belfort, alors qu'il traversait la chaussée en marchant à côté de son vélo"
1999-05-21-0102.xml,2," Blessé à la jambe gauche et au thorax, il a été transporté au centre hospitalier de Belfort par les pompiers de la cité du Lion"
1999-05-21-0100.xml,0,Auto contre cyclo à Delle
1999-05-21-0100.xml,1,"Les pompiers ont secouru David Dietlin, blessé légèrement, à la hauteur du 37, rue de la Libération, dans un accident entre une auto et un deux roues"
1999-05-21-0100.xml,2, Il a été conduit au centre hospitalier de Belfort
2002-11-21-0215.xml,0,Réunion du conseil municipal
2002-11-21-0215.xml,1,"Le conseil municipal de la commune de Sancey-le-Grand se réunira en salle de mairie <date vendredi 22 novembre, à 20 h <pad>11<pad>22<pad><pad>20<pad><pad><pad>>, pour délibérer sur les sujets suivants à l'ordre du jour : budget supplémentaire <date 2002 2002<pad><pad><pad><pad><pad><pad><pad><pad>>, bibliothèque, vente de bois, règlement de l'affouage, convention de location de locaux, villages fleuris, affaires diverses"
2003-02-22-0872.xml,0,Un mort dans un dépassement
2003-02-22-0872.xml,1,BAR-LE-DUC
2003-02-22-0872.xml,2," _ <date vers 0 h 40, jeudi <pad><pad><pad>neutro 4 dayw 0 40<pad><pad>>, deux voitures de même modèle se suivaient sur la RD 184, la route qui relie Laneuville-au-Rupt (Meuse) à la RD 964 (la route Commercy-Void)"
2003-02-22-0872.xml,3," Au moment de l'accident, les deux conducteurs, Florian Désoteux, 26 ans, demeurant à Commercy, et Anthony Wagner, 27 ans, demeurant à Laxou, cherchaient à se dépasser"
2003-02-22-0872.xml,4,"Pour une raison qui reste à déterminer, dans une courbe de la route, les deux véhicules se sont percutés"
2003-02-22-0872.xml,5," Dans le choc, un des passagers de Florian Désoteux, Philippe Céric, 30 ans, demeurant à Laneuville-au-Rupt, a été éjecté du véhicule et a été retrouvé mort par les sauveteurs"
2003-02-22-0872.xml,6,"Les deux conducteurs, Florian Désoteux et Anthony Wagner, légèrement blessés, ont été transportés à l'hôpital Jeanne-d'Arc de Toul"
1999-06-12-0548c.xml,0,Une nécropole contenant 200 momies bien conservées et richement recouvertes d'or a été découverte dans l'oasis de Bahareya dans le désert occidental égyptien
1999-06-12-0548c.xml,1," La nécropole, qui remonte à <date l'époque greco-romaine <pad><pad><pad><pad><pad><pad>past<pad><pad>>, est composée de quatre tombes regroupant chacune cinquante momies retrouvées en piles alignées les unes contre les autres"
2002-01-03-0106.xml,0,"Christiane Marchiani, épouse du député européen, et Marie-Danièle Faure, proche collaboratrice de Charles Pasqua, ont été mises en examen <date le 21 décembre <pad>12<pad>21<pad><pad><pad><pad><pad>>"
2002-01-03-0106.xml,1, Elles sont soupçonnées d'avoir perçu des fonds provenant d'une rançon de 3 millions de dollars versée par l'Etat français en échange des otages du Liban
2002-01-03-0106.xml,2," Jean-Paul Kauffmann, Marcel Carton et Marcel Fontaine avaient été libérés en <date mai 1988 1988 05<pad><pad><pad><pad><pad><pad><pad>>, <duration quelques jours <pad><pad><pad>x<pad><pad><pad><pad>> avant le deuxième tour de l'élection présidentielle"
2002-01-03-0106.xml,3," Le gouvernement de l'époque dont Jacques Chirac était le Premier ministre, a toujours nié l'existence de cette rançon"
1999-05-27-0530e.xml,0,L'Irak a donné son accord au renouvellement pour une nouvelle période de <duration six mois <pad>6<pad><pad><pad><pad><pad><pad>> du programme humanitaire «pétrole contre nourriture»
1999-05-27-0530e.xml,1," Le Conseil de sécurité de l'ONU a reconduit à l'unanimité <date vendredi dernier <pad><pad><pad><pad>resta 5 dayw<pad><pad>> les dispositions de la phase V autorisant Bagdad à exporter du brut à hauteur de 5,2 milliards de dollars par <set semestre <pad>6<pad><pad><pad><pad><pad><pad>> pour acheter des produits de première nécessité, sous strict contrôle de l'ONU"
2003-02-23-0086.xml,0,"La fumée a attiré l'attention des voisins et des passants <date vers 15 h 30, hier <pad><pad><pad>resta 1 d 15 30<pad><pad>>"
2003-02-23-0086.xml,1, Il a fallu rapidement se rendre à l'évidence : il ne s'agissait pas d'un feu de cheminée
2003-02-23-0086.xml,2,"A leur arrivée devant le 10, rue Paul-Bert à Belfort, les sapeurs-pompiers se sont rapidement trouvés face à un incendie d'importance"
2003-02-23-0086.xml,3, Le feu avait couvé et une épaisse fumée s'était concentrée sur les deux étages de l'entrepôt du Secours populaire
2003-02-23-0086.xml,4," Il a fallu que les sapeurs-pompiers cassent les vitres, découpent le rideau métallique de la porte d'entrée et fassent des ouvertures dans le toit pour pouvoir combattre les flammes"
2003-02-23-0086.xml,5," Leur matériel respiratoire a été nécessaire pour entrer dans la fournaise générée par l'incendie des meubles, mousses et infrastructures en bois du bâtiment"
2003-02-23-0086.xml,6,"L'opération a mobilisé 25 hommes issus des centres de Belfort Nord et Sud, de Giromagny et du service départemental d'incendie et de secours"
2003-02-23-0086.xml,7, Deux fourgons et deux grandes échelles ont été mises en action
2003-02-23-0086.xml,8," L'intervention a été dirigée sur place, depuis le poste de commandement mobile"
2003-02-23-0086.xml,9,"Le sinistre a détruit essentiellement, au niveau du rez-de-chaussée, les locaux et le matériel situé côté Paul-Bert"
2003-02-23-0086.xml,10, La toiture a été préservée
2003-02-23-0086.xml,11, Il n'y avait personne à l'intérieur à <date ce moment là <pad><pad><pad><pad><pad><pad>present<pad><pad>>
2003-02-23-0086.xml,12,"Environ 100 m2, sur environ 300 m2 de locaux, ont été détruits par les flammes"
2003-02-23-0086.xml,13, Le reste a été endommagé par la chaleur et les fumées
2003-02-23-0086.xml,14, L'origine de l'incendie était inconnue <date hier après-midi <pad><pad><pad>resta 1 d<pad><pad><pad>taf>
2003-02-23-0086.xml,15,"Il n'y avait personne non plus à l'intérieur du hangar que le Secours populaire utilise depuis <duration un quart de siècle 25<pad><pad><pad><pad><pad><pad><pad>> pour l'accueil ainsi que la vente et le stockage de ses objets, meubles et vêtements"
2003-02-23-0086.xml,16,"Le bâtiment, qui appartient à la Ville de Belfort, venait de faire l'objet de travaux de rénovation confirme André Kaufmann, adjoint au maire, sur place <date hier <pad><pad><pad><pad>resta 1 d<pad><pad>> : « La toiture a été complétement refaite à <date la fin de l'année dernière <pad><pad><pad><pad>resta 1 y<pad><pad>>, ainsi que la façade extérieure et les systèmes de sécurité », souligne-t-il, estimant le coût de ces travaux à environ 100"
2003-02-23-0086.xml,17,000 €
2003-02-23-0086.xml,18,Fermé depuis <date vendredi <pad><pad><pad><pad>neutro 5 dayw<pad><pad>>
2003-02-23-0086.xml,19,"Jean-Claude Viailly, responsable des ventes, regardait avec la larme à l'œil les pompiers dégager les restes de son bureau et de sa brocante : « Nous sommes trois à être salariés ici"
2003-02-23-0086.xml,20, Je ne sais pas ce qu'on va devenir
2003-02-23-0086.xml,21, Nous avons ouvert <date vendredi <pad><pad><pad><pad>neutro 5 dayw<pad><pad>> jusqu'à <time 17 h <pad><pad><pad><pad><pad><pad>17 00<pad><pad>>
2003-02-23-0086.xml,22, Le bâtiment était fermé depuis
2003-02-23-0086.xml,23," A l'intérieur, c'était plein à environ 75 % pour l'espace brocante et il y avait environ trois tonnes de linge"
2003-02-23-0086.xml,24, Tout était en bas
2003-02-23-0086.xml,25," Nous ne mettions plus rien à l'étage car les planchers sont trop vieux », détaille-t-il"
2003-02-23-0086.xml,26,"Avertie par des voisines, Juliette Carpezat s'est précipitée en chaussons dans la rue lorsqu'elle a su que le Secours populaire brûlait : « Je suis passée à <time midi <pad><pad><pad><pad><pad><pad>12 00<pad><pad>> devant en rentrant de la pharmacie"
2003-02-23-0086.xml,27," Il n'y avait rien d'anormal », explique cette habitante du quartier, bénévole au « Secours pop » depuis <duration douze ans 12<pad><pad><pad><pad><pad><pad><pad>>"
2003-02-23-0086.xml,28," Seul baume à son cœur, une partie des vêtements ne paraissait pas trop touchée : « Il va falloir les mettre en lieu sûr"
2003-02-23-0086.xml,29," Si on laisse cela en l'état, ils vont être pillés », soupirait-elle alors que les pompiers engageaient les premières opérations de ventilation, d'étayage et de déblais"
2003-02-23-0086.xml,30,Tournoi de boules annulé
2003-02-23-0086.xml,31,L'intervention des sapeurs-pompiers s'est déroulée sous les yeux d'un public nombreux
2003-02-23-0086.xml,32," Et pour cause : la fumée a recouvert le quartier, faisant sortir les curieux, et le sinistre a interrompu le concours de pétanque organisée par l'association des Portugais de Belfort"
2003-02-23-0086.xml,33," Le boulodrome, en effet, est installé dans le même corps de bâtiment que le Secours populaire"
2003-02-23-0086.xml,34, Un grand mur sépare les deux parties
2003-02-23-0086.xml,35,"A l'heure du sinistre, près une centaine de personnes se trouvait dans le boulodrome ou trente triplettes engageaient leur troisième partie"
2003-02-23-0086.xml,36, Les consignes de sécurité ont eu raison de la compétition : elle a été annulée
2003-02-23-0086.xml,37,"<date hier soir <pad><pad><pad>resta 1 d<pad><pad><pad>tev>, les services techniques de la Ville engageaient des travaux pour fermer le local tandis que les pompiers s'organisaient pour effectuer des rondes pendant <date la nuit <pad><pad><pad>neutro 0 d<pad><pad><pad>tni> afin de déceler toute reprise de feu"
2003-02-23-0086.xml,38,Philippe PIOT
1999-05-17-0121.xml,0,Premier doublé de la «Scuderia» en Principauté
1999-05-17-0121.xml,1," Après un très bon départ, Michael Schumacher a fait cavalier seul"
1999-05-17-0121.xml,2," Il devance son coéquipier Eddie Irvine de <TIMEX3 tid=""t3"" type=""DURATION"" value=""PT30"
1999-05-17-0121.xml,3,"4S"">30,4 secondes</TIMEX3>, signe sa 35e victoire, la quatrième à Monaco, la 16e avec Ferrari"
1999-05-17-0121.xml,4, Un record absolu
1999-05-17-0121.xml,5," Dans ce grand prix au millimètre, seules neuf voitures ont passé la ligne d'arrivée"
1999-05-27-0530d.xml,0,"L'aviation indienne est entrée en action pour la première fois au Cachemire, <date hier <pad><pad><pad><pad>resta 1 d<pad><pad>>, pour déloger des guérilleros musulmans, ce qui marque une escalade dans le conflit indo-pakistanais sur cette région himalayenne disputée depuis <duration un demi-siècle 50<pad><pad><pad><pad><pad><pad><pad>>"
1999-05-27-0530d.xml,1, Le Pakistan a accusé <date hier <pad><pad><pad><pad>resta 1 d<pad><pad>> l'aviation indienne d'avoir bombardé trois fois son territoire lors de ces frappes
1999-06-12-1010b.xml,0,PONT-A-MOUSSON
1999-06-12-1010b.xml,1,"- Les individus qui ont braqué le chauffeur d'une société de surveillance de Vandœre, <date hier après-midi <pad><pad><pad>resta 1 d<pad><pad><pad>taf>, près de Pont-à-Mousson, ont dû être fortement déçus en découvrant leur butin"
1999-06-12-1010b.xml,2," Les sept mallettes dérobées dans des circonstances particulièrement risquées sur une bretelle d'autoroute, ne contenaient ni le plus petit billet de banque ni le moindre chèque"
1999-06-12-1010b.xml,3, Même pas une pièce de monnaie
1999-06-12-1010b.xml,4, Les mallettes étaient remplies de disquettes informatiques sans aucune valeur marchande
1999-06-12-1010b.xml,5,"Alain Parmentier, 53 ans, employé de la société Lorraine de surveillance Protec effectuait, <date hier <pad><pad><pad><pad>resta 1 d<pad><pad>>, une mission banale"
1999-06-12-1010b.xml,6, Un aller-retour entre Vandœuvre et Pont-à-Mousson pour mettre en sécurité sept mallettes métallisées contenant des disquettes informatiques traitées pour le compte des ASSEDIC du Nord-Est par la société CSIA de Pont-à-Mousson
1999-06-12-1010b.xml,7, Ces disquettes contiennent des informations très confidentielles
1999-06-12-1010b.xml,8, Il faut les archiver
1999-06-12-1010b.xml,9, Mais elles ne présentent aucun intérêt pour les particuliers
2003-02-23-0082.xml,0,ADPA
2003-02-23-0082.xml,1,"Après la prise de position de Damien Meslot, concernant l'attitude de Christian Proust sur le sujet de l'ADPA (notre édition d'<date hier <pad><pad><pad><pad>resta 1 d<pad><pad>>), Michel Zumkeller a fait savoir <date hier <pad><pad><pad><pad>resta 1 d<pad><pad>> par le biais d'un communiqué qu'il travaillait avec un groupe de députés de toutes sensibilités politiques et responsables, pour trouver des solutions durables et équitables au problème financier posé par l'ADPA"
2003-02-23-0082.xml,2, « Le gouvernement Jospin a mis en place l'ADPA mais sans prévoir les sources de financement
2003-02-23-0082.xml,3, C'est aussi pour cela qu'il a été sanctionné en <date mai 2002 05<pad><pad><pad><pad><pad><pad><pad>> et <date juin derniers <pad><pad><pad><pad>resta 06 months<pad><pad>>
2003-02-23-0082.xml,4," Alors que Christian Proust dilapide l'argent du contribuable en achetant des pages de quotidiens pour mener sa propre campagne électorale, je travaille sans relâche sur le dossier sensible de l'ADPA »"
2003-02-23-0082.xml,5, Michel Zumkeller a par ailleurs indiqué qu'il venait d'être nommé vice-président du groupe d'études chargé de la dépendance afin d'apporter une réponse réaliste et humaine en accord avec ses engagements
1999-06-12-0548d.xml,0,L'Union nationale des associations de parents et amis de personnes handicapées mentales (UNAPEI) a dénoncé <date hier <pad><pad><pad><pad>resta 1 d<pad><pad>> le «scandale» des quelques 10 à 15
1999-06-12-0548d.xml,1,"000 enfants handicapés mentaux, selon son estimation, qui sont obligés de rester chez eux faute de scolarisation"
1999-06-12-0548d.xml,2," Pour l'UNAPEI, les 20 mesures annoncées par la ministre de l'Education Nationale Ségolène Royal dans son plan d'intégration des handicapés à l'école «sont toutes acceptables mais insuffisantes, notamment faute de moyens»"
1999-06-12-0548d.xml,3," Pour l'UNAPEI, il manque 250 postes d'instituteurs spécialisés"
1999-08-06-0305.xml,0,"Evidemment, les ventes de journaux étrangers connaissent un boom en <date été <pad><pad><pad><pad><pad><pad>su<pad><pad>>"
1999-08-06-0305.xml,1," La venue massive de touristes dans l'hexagone, en grande partie des Hollandais, est à l'origine du phénomène"
1999-08-06-0305.xml,2,"Hervé Mangin, le patron du camping de Bouzey, confirme"
1999-08-06-0305.xml,3, « Je mets les quotidiens étrangers en rayon à partir du <date mois de juin <pad>06<pad><pad><pad><pad><pad><pad><pad>>
1999-08-06-0305.xml,4," Avant, ça ne vaut pas le coup"
1999-08-06-0305.xml,5," » Pendant <date les mois d'été, <pad><pad><pad><pad><pad><pad>su<pad><pad>> et particulièrement entre <date le 15 juillet <pad>07<pad>15<pad><pad><pad><pad><pad>> et <date le 15 août <pad>08<pad>15<pad><pad><pad><pad><pad>>, le camping affiche complet"
1999-08-06-0305.xml,6, Une belle performance
1999-08-06-0305.xml,7,"En <date 1995 1995<pad><pad><pad><pad><pad><pad><pad><pad>>, Hervé Mangin a installé une petite supérette où les résidents peuvent se procurer tout ce dont ils ont besoin"
